            N=1            N=2           N=10          N=100
        1.31292      -0.220206       -1.26957       0.245478
       0.130733         1.7968        2.65038         2.7916
        -1.0416       0.730857        2.09235       0.652813
         14.313       -8.91413        10.1395       -13.7003
       -33.6789      0.0610623        1.39141      -0.311581
        4.09622        2.92632      -0.462808        4.59101
      -0.750931       -1.07037      -0.162173        5.05283
      -0.473343      -0.781434        1.53268      -0.523958
       -0.17004        1.57676       -2.41127        3.54469
       -2.91463        1.40115       0.292774      -0.383565
       0.903962     -0.0952576        -0.6973       -4.14509
        -1.5387      -0.920936       -1.42813       0.100324
      -0.385582       -1.64685        5.54466      -0.885914
      -0.315136       -5.20492        10.1362       -2.55953
       0.958158        6.44907      -0.778995       -1.66546
        1.23556        1.43664      -0.408033       -1.28602
        1.35075       0.115457       0.153243        2.02244
       0.313447      -0.556226        0.12319       -3.46661
      -0.398509       -1.33606       -2.25859       0.362374
      -0.521849      -0.413092      -0.942175       0.167227
       -0.45887       -20.7598        1.56193       0.140933
      -0.962477      -0.083494        5.03753       0.500939
       -15.0315       0.774742     -0.0669613      0.0734658
       -3.17883       0.176595       -1.23347      -0.189823
       -6.67855       -2.05508       -1.67423       0.694745
       -3.49996      -0.533652       -2.23936    -0.00213323
        1.20189     -0.0922737       0.311407      -0.725373
      -0.170423       -6.05705       0.401888      -0.264095
        1.05872        1.35407      -0.788978      0.0657323
      -0.604759       -63.0629        1.15857      -0.803789
        2.24951       -1.30041      -0.398237       -1.55462
      -0.261587      -0.469325       -2.98162      0.0284508
       -1.50511        5.19366        26.0751        1.36223
        0.37459       0.527562      -0.307821      -0.536962
       0.606128       0.522249        12.7033        -4.6053
       0.940245         5.0193      -0.737866      0.0705655
       0.151684      -0.937894       0.507949     -0.0798576
       -2.51035       0.448824       0.299878       0.767934
       0.120369      -0.414454       -1.10445        0.29728
       0.455864       -2.35757     0.00740753       -4.79884
      0.0933143        1.80841       -1.97089       0.280713
       0.343457       0.481807      -0.165378       0.564609
        89.3628       0.756842       -7.34514       -0.50374
        1.40441       0.294498    -0.00581772       -2.89887
       -1.25257       -1.00973      -0.123607       -27.3837
        2.08476      -0.435434       0.198342       0.276054
       0.843149        1.25829       0.973758      -0.214615
      -0.176569      0.0754914        1.20305      -0.921555
        1.19233       -2.96248       -1.15768       0.444987
       -2.46523        12.6072       0.441232        1.40194
      -0.155956       0.983188       0.760828        1.01539
       -1.14264     -0.0421846        9.45976       -70.1967
       0.458791      -0.715402       -1.02538       0.402179
       0.183322        11.0261      -0.289539       0.300222
        4.32151      -0.195808        1.71691      -0.502113
       -5.13546     -0.0674712       -29.5525       0.222313
      -0.083753       -2.26972      -0.792014        0.35386
        -19.363      -0.916123        2.03867       -0.36969
       -0.62659       0.251548        3.15528      -0.148932
       0.100476       0.521327        2.00101       0.120608
       -13.0774       0.390827       0.365386       0.148868
       -1.89847       0.280295       0.812747       -1.47259
     -0.0754791       -5.28253        0.29037        2.70353
       0.470376      -0.061116        2.49209       0.105789
       -3.10241      -0.450887       0.515975        1.03088
       -0.61697        1.21441      -0.957793        1.24021
        1.51978        1.04057       -1.40779      -0.646435
       -4.21794        2.01317      0.0320117       -4.25412
      -0.863282       0.455715       -633.661       -0.92421
      -0.155497      -0.462884        4.83166     -0.0155947
       0.119141      -0.853645      -0.454142      -0.896015
       -3.08149       -9.43084      -0.152124       -1.55498
        3.65219       -1.39752        4.03829       -1.67883
       -1.56115       -1.50463       -17.6053      -0.440915
       0.722067        4.12273        4.38349        2.68524
      -0.110109       0.348427      -0.650294      -0.861566
      -0.285768       0.314053        3.69742      0.0494432
      -0.449966       0.255722      -0.835113       0.899335
        1.59543       -1.22137       -1.14784       -1.58804
        -2.4917       -1.93513        1.79815       0.128454
         2.5709     0.00391569       -5.95097       0.636339
      -0.666235        2.53066        36.5721       -1.20421
     -0.0441457      -0.735175       0.513245       0.457672
        1.45096      0.0827984     -0.0951752       0.125191
      0.0893213       -6.16992       0.294577       0.839923
      -0.504323      -0.742052       -109.547       -1.09427
       0.894021       -4.45736      0.0165726       0.513269
       -0.37711      -0.590281        1.25022       -2.81904
        0.93302       0.159854       0.929286       -5.43896
        1.10922       0.702278       -8.17885          6.447
       0.935367        -3.1904        3.26539        -1.8877
      -0.309636      -0.546905        3.76088       -3.02633
        1.15938       0.356349       0.563399       -8.82675
       -2.13664        1.55409       -5.61845        2.64101
        2.46247      -0.334235        21.3921       -2.04023
        1.20868       -1.44893       0.492878      -0.154275
      -0.224078        1.16127      -0.703817      -0.141269
        9.92344       -2.42977       0.614406       -7.22804
      -0.200542        10.4583       -1.92975       0.816478
       -3.59764       -2.06824       -1.41967         1.1131
       0.344996     -0.0246728       0.547423       -4.04801
       -24.9764       -0.30499       0.767823       0.310825
        2.06151       -1.08282       -5.14749      -0.621568
      -0.903334         -10.89         1.2491       -116.188
       0.574686        1.73903      -0.359288     -0.0244402
      -0.325196       -1.52993        5.16424        0.91325
       0.155219       0.737789      -0.135576       0.205173
       -1.34454       -2.17574       0.420625       0.165848
       0.108743        1.01105         1.1627       0.554114
       0.774173       -6.99192      -0.204414       -3.00408
       -1.20363        4.53226       0.443977      0.0402326
      -0.512268        1.29713      -0.846735      -0.212257
      -0.239951       0.133966      -0.396421      -0.263932
       -1.06674      -0.108823      -0.517198      -0.185118
       -1.45193        3.74355      -0.383106        1.46117
     -0.0643772        22.3551       -1.20959      -0.826515
       -4.30987        0.20616        1.47479      -0.344179
       0.937266       0.201309        1.13321        0.30843
       -0.28465       -7.15886       0.662385      -0.431624
       0.752454        5.26766        1.18149     -0.0960955
        0.46684        13.0414        1.45461       0.432634
       -1.97964       -1.13269       0.523256       -2.86193
        1.84887      -0.593563       -1.85899        1.18028
      -0.216466        -9.3085       -1.08254       0.090168
       0.158923        1.36137       0.482968        6.92603
      -0.301979       0.495362       -0.96919      -0.403019
      -0.613134       0.301346        1.17742       -1.05275
      -0.347812         -1.737      -0.891516       -2.86664
        -1.1923       0.579516       -4.56797       0.387516
       -5.13694      -0.972372       0.419625      0.0873071
       -1.85782         -1.013        6.57082       0.103142
        2.18638        1.11609       -14.3504       -1.15086
        1.34443      -0.184588       -3.77536      -0.586243
       -1.96196        32.4774       0.830673       0.401182
        4.72592       0.251391       0.690007       -1.66401
      -0.711467       0.776525      -0.731675        0.91087
        3.62418       0.645237       0.569582        1.74516
      -0.745044        1.83863         3.3846       0.385398
        7.24123       0.505086        29.4982        1.18078
       -8.99566       -0.80353        2.41355       0.457376
     -0.0103372       -4.61389      -0.616195       -1.57238
        5.83425      -0.541755       -5.18563       -1.89151
       -2.41408      -0.808287       0.747457       -1.47498
       -140.415       0.628556       -15.6613       -1.19928
       -1.50245        1.97556       0.836342       -1.70524
       0.358456       -6.83112       -1.37959        11.1934
        1.96762        1.31832      -0.460112       0.933545
       0.242155      -0.246681       -1.27877     -0.0524876
      -0.890543   -0.000752358       -1.87339       0.347454
      -0.147237    0.000962983       -3.74917        -2.2952
       0.190165        14.7933      -0.410025       0.211479
        25.1907        5.44754      -0.159954       -9.90681
       0.555718      -0.448537        43.8957      -0.133878
        2.84762       -3.18841      -0.910828      -0.390226
        2.70172       0.457352       -1.82396        1.08987
        3.15587         28.332        2.03617       -1.19761
       -1.65692       0.025024       -1.44892       -0.59759
      -0.519728       0.436436       -1.70962       -5.32232
        8.60402         4.1813       -8.38675       0.405073
     -0.0485661        3.98036        3.54331        3.70953
       -2.24092       -3.83777       0.309274      -0.190346
       -2.06648      -0.428414        -1.8038       0.673435
      -0.340085       -12.1146       0.232535        9.29094
       -469.158        1.05625      -0.919787       -1.71591
     -0.0263739        1.21532        0.42747         2.5822
         1.9263       0.417292       -10.0425        1.79737
        1.26183        2.24674       -1.50172      -0.217627
      -0.300838       -0.13772      -0.362982        0.97328
      -0.407554         1.0879        9.69885       -0.44296
       -5.14503       0.341056      -0.273901       -6.73019
        8.02639       -1.25172      -0.838734       -1.30125
        1.06429       -1.36275      -0.437372       0.843948
       -2.04446      -0.364813       0.353757       -4.03996
        1.74067      -0.704595      0.0420575      -0.753756
       0.521798       -3.99281        1.17186       0.209003
        1.92814        22.3882        2.23647       -2.92102
       -0.27134      -0.317926     -0.0323241       0.603524
       -2.05983     -0.0157299        2.40285       0.680857
       -1.93525      -0.316939       0.889077       0.894386
       0.992167        1.80128         19.586       -11.3088
       -2.64839       -4.92364      -0.486999      -0.182652
       -2.25011       -5.40205      -0.447257       0.250893
      -0.316228      -0.815541       0.762069      -0.544907
       0.223032       -3.24031       -1.56058       0.866118
         3.6643       -1.46186       0.489236       0.586706
      0.0985795       -3.37037       -1.43512     -0.0404541
      -0.949149        0.36754       -69.4495       -8.87077
       -0.71771       -1.49868       0.551633      -0.539916
       0.565505      -0.109854       -1.15105       -1.15879
       0.202084       0.224865        4.76214       -4.38019
        3.26901       0.307683      -0.269071      -0.609551
      -0.498119       -11.6682        1.92249      -0.363209
        0.85262      -0.700058      -0.671371       0.320731
        20.4168       0.658535      -0.451558        0.30128
        1.81894         -0.994        3.00076       0.549636
       -3.39743       -1.06902        7.41255        16.7992
         38.526      -0.754363       -2.32549       0.722771
       -1.96557       -1.12652       0.471148       -2.25047
       -3.40507     -0.0350624        6.60702       0.197913
        1.08362        1.63074       0.517531       -2.18728
       -0.17573      0.0477069        2.50828       -1.24953
       -0.40582        14.7341       -1.77736        5.06685
      -0.272456      0.0311118        2.61189       0.430457
        11.0741       0.321186       -3.15627        2.86978
      -0.796211      0.0860314        4.90262        8.24857
       0.138732        0.41841       0.102782        17.6538
        2.08339       -2.36905      -0.171229      -0.657499
        4.81886       -10.1018       -2.97154       0.751091
       -1.92779       0.474153        1.21117       -2.70923
        2.09298      0.0411645        1.37806        1.37053
        -8.0603       -0.78594       0.245044      -0.632873
        1.54483       -3.09779       0.153778       0.193213
        1.86381         1.8376        2.07202       -9.98833
        -2.2243      -0.610994      -0.811729        6.44024
       0.710374      -0.318938        36.0208       -1.56687
      -0.759518       -2.42158        1.11946         3.3669
       -2.33644       -1.39942      -0.659159      -0.629208
      -0.192908        3.59214        1.43414      -0.174786
        3.25375       0.621884        1.79671       -4.14319
      -0.685417      -0.192323        4.28981       -4.23759
       -2.43971      -0.477103        0.68525        9.73504
       0.272687        1.54857       -1.12894        1.79603
         6.0489      -0.281588      -0.309058      -0.506402
        1.17425      -0.104592      -0.103815       0.677054
       0.220281        1.42909       -2.57221        1.38406
       -1.50476       0.371285        3.30676       -68.3908
      -0.268207      -0.302573        1.62335        2.91095
       -1.61531       -149.341       -1.48736      -0.812551
       -1.32269       -1.41504       -2.64421       -1.65306
       0.335518       -1.78403      0.0459932       0.796451
       0.491319      -0.350937       -0.36599        3.46668
       -3.36469        6.74654       0.906859      0.0162118
        1.83871       0.552587       0.197946       -1.34708
      -0.314169       -0.47307       -2.10155        4.41166
      -0.221281         1.3934       -1.26328        0.58343
      -0.831146      -0.651105       0.856637     -0.0363794
       -1.81925        1.62686      0.0791264      -0.274785
       0.451935     -0.0102648       0.807401       -1.77792
        2.51735        1.16003      -0.466931        2.54559
        1.57363       0.793988       -1.57179       -3.69822
        2.43444       0.252822       -2.19654      -0.800518
       -1.06883       0.325266        14.7921       -1.43353
       0.184766      0.0978728       -1.22074        46.5367
       -4.43182      0.0971886       -2.39091       0.857039
      -0.534319      -0.670873      0.0395456       -8.89874
        2.08543       -1.91347        2.20138      -0.375432
      0.0341594      -0.440972      -0.744957       0.561477
       0.801615       0.181175       0.804631       0.371211
       0.821098       0.340984      -0.306024       0.947792
       -22.1459       -5.68565       0.255898       -24.5547
       0.122231       0.808766       -15.9315       0.450402
     -0.0169955        -10.264       -1.36851       0.694072
       0.163867       -155.178        1.92781        4.73916
      -0.468903       0.535249      -0.140269      -0.306329
        3.61639       -1.41023       0.344605      -0.330933
      0.0769701       -1.30133       -1.85365      -0.527228
       -1.54343       -1.29298       -1.89015      -0.362461
       -1.49447        6.26165        2.80943      -0.878243
        1.13475       0.572369        10.6039       -4.40253
       -1.84209       -0.13269      -0.292241      -0.551664
      -0.715099      -0.734477        1.46601       -5.48905
       0.833281        4.52522      -0.976883       0.568224
       -1.20775       0.388999       0.129222       -5.20341
        1.25123        10.1462       -3.50774       -1.46699
        2.00181         3.9531       0.529542       0.154799
      -0.306391        4.43999       0.122699          1.655
        -4.2762       0.340715      -0.272542     -0.0836583
       0.953258     -0.0333723        5.53652       0.641081
      -0.483345        1.68884        62.5029      -0.120045
      -0.681722        1.95128       -2.64172       -13.7175
       -1.09068        -14.085      -0.297584      0.0571953
       0.418761      -0.522302        69.0518        1.12653
     -0.0983584        0.24883      -0.202066        -3.7039
       -0.62409        1.56925       -1.29463         9.7378
       0.799655      -0.995157       -1.21495      -0.644605
       -8.41195        6.24096         12.886         1.2373
        1.27869       -3.93521       0.776545       0.247799
       0.322867       0.523326       0.392607       0.818558
        2.77819        2.55692       -2.96199       -3.48655
      -0.286629        13.4516        14.9637      -0.465914
        4.45393        1.94293        1.29689      -0.208016
       -33.7726       -1.48509        2.83777         1.9449
       0.277436       -1.09306       -2.17736         9.3264
       0.927223       0.906945       -0.27577        1.37552
       0.358404       -1.32032        2.20336        3.28071
      0.0737661       -2.61355      -0.230834        -2.3202
       0.450495      -0.914555      -0.539138        -4.8358
        -1.1998        1.10353       0.329643        10.5691
        1.18362       0.411408         6.6167      -0.843429
       0.549133        0.34842      -0.487165       0.542586
      -0.996574      -0.681184        1.01754       0.120776
       -1.68256        -2.2682        4.85662      -0.450278
       -6.02642      -0.536982        0.34408        3.93691
     -0.0802496       -2.28666       0.572261      -0.107856
        1.26341         1.9848         1.0563        2.21036
       0.404322      -0.553247        3.49405      -0.669351
       -2.43609      0.0371634     -0.0915665          1.564
       -7.84541        2.57106       0.943522        0.46874
      -0.618695       -1.58648         9.4382       0.155688
      0.0380885       -42.3276       -7.82787        -1.0076
       -1.59071       0.138281        4.20857       0.522769
        5.02335      -0.226477        2.16985       0.612802
       -1.06754      -0.202765        32.8606       0.829206
        5.45773      -0.993396       0.155245      -0.251873
     0.00620176       0.588705       -2.34809       0.617683
       0.565246      -0.458785     -0.0818481        1.38532
      -0.540439        4.88995        -11.377       -2.43907
       0.790793       -2.11403     -0.0472603        2.96173
      -0.158978       0.048017        3.30486       -1.64595
        4.39785      -0.579039        1.34221    -0.00721256
      -0.319515       0.637169      -0.560777       0.659172
      -0.461605       0.143669      -0.971837       0.580142
       -7.47106      -0.427007        6.75233        2.90772
       -23.9562      -0.403469       -16.2142      -0.357256
        3.14291        4.37591       -2.03607        7.78723
      -0.514287        1.48154      0.0554342        7.35454
      -0.578573        1.01244       0.580171      0.0123594
      -0.229385       0.227957       0.984354        21.4227
       0.183526       0.248909       -1.81458        1.11636
      0.0809509       -1.74656       0.159989        1.42486
        1.62482       -3.81414      0.0729823      -0.104393
      -0.683469       -3.76676      -0.360461      0.0608986
      -0.294967        -3.6142        1.75357       -2.36628
        3.57727      -0.474728       0.510809        3.89609
        2.34525       -1.13553       -2.69457       0.151275
        1.40134       -1.94795       -18.5439        1.17676
        -2.2721       -0.40435       0.283138      -0.295728
       -4.13923      0.0763801        1.46838       -57.5276
       -9.81748       -36.6965      -0.644303       -10.9277
      -0.809602         1.3109       -9.44493      0.0167387
      -0.758557       -1.51981      0.0729746       -3.84162
       0.668083       -1.52843       -21.2365       -9.12496
      -0.160924       0.459534       0.351156       -1.03937
        2.07779        1.02214      -0.689641       -1.59396
       0.159583      -0.889452         5.9101       0.728531
       0.169366      -0.778236        0.82343       -2.91975
        1.83652       -3.30695      -0.644638      -0.881638
       -1.24781      -0.614711       -1.04666        4.54324
        12.8232        6.69815        2.20465       0.657746
       -1.02199        11.3745       0.772291       -1.25735
        0.78314       0.294641       0.691349      -0.175436
       0.279433    -0.00358113        2.75911      -0.993757
       0.208328        5.41485      -0.495823      -0.665624
      -0.230842       -1.63046        2.45401     -0.0825522
       0.526914       -2.27337        1.29365       -1.12475
       -3.94056        1.66013       -2.27535      -0.406209
        -1.0786      -0.191782      -0.451742       -0.55563
        3.19609       -1.05019        1.50165       0.561244
        1.26598      -0.170374      0.0738817      -0.308461
         8.3815       -205.921      -0.524863      -0.976664
        46.7533       -1.68397        0.14378       -5.75235
       0.560888        4.39843       -1.69198       0.537502
      -0.140473         4.2902        5.09121      -0.845565
       -4.32008        0.05015        1.71024       -4.01858
        228.336        2.16946      -0.493853      0.0653274
        5.78178       0.556857       -1.79625      -0.531505
       0.178734      -0.274402        4.34822       -3.16505
       -1.95767       0.759933      -0.796387       0.880998
        2.00244        13.9703        1.13629        2.35553
       -1.35907       -2.52646     -0.0213629      0.0420829
       0.411542        117.335        1.85706       0.431284
       -48.0319       0.054225      -0.445797        1.83677
       0.714568        2.60905       -2.90854       -1.05641
      -0.393102        4.32565        50.1525       0.951838
        1.10532      -0.670476      -0.562314       0.666541
      -0.163711      0.0632339      -0.212779      -0.406594
        2.17242        1.61095       -10.8447       -1.07212
       -29.7789     -0.0213043     -0.0196954       0.262926
       0.234928       -7.03933       -5.48475      -0.255869
       -3.28752       0.666815      -0.965066      -0.988345
       0.885279       0.156846        1.29816       -1.08142
        -3.3187       -2.87542       0.171448        1.14576
      -0.830981       0.939942        1.98609       0.709518
        3.37164        1.51729     -0.0797533     -0.0333046
       -1.73774        -2.7259        1.52901        3.14158
        3.20179       -1.69894       -10.8228        7.68569
       -10.6224        6.01597      -0.498497        68.1463
     0.00518834      -0.468066      -0.308844       -37.2494
     -0.0919214       -2.39408       0.659137      -0.995136
        1.29962        4.05519       -1.25521      -0.378685
        0.58009       -58.3175       -3.40618        1.13697
       -2.30148      -0.921619        8.56379        4.66682
        30.6305       -1.51105       -5.73571     -0.0845092
      -0.811835        2.67337        27.0983          1.592
       0.576422     -0.0973788       -0.33041       0.529799
       0.788826        1.37166        1.33151       -1.12783
     -0.0363023       -5.20754       0.105207       -1.73658
        5.43589       0.886151       0.810719        2.60494
       0.791027       -0.93574       0.463128       -1.15525
       -12.0409       0.662275       0.316658        -40.305
       0.912418         13.608       0.584907       0.615137
       -2.52511      -0.256779       -0.21844       -2.93314
       -2.36951      -0.228145       0.692693        3.87781
       -1.32607       -0.56474      0.0517246      -0.498293
       0.276904      -0.527161       0.405241      -0.797139
        55.8635        1.16413        22.2181       -2.55024
       -1.38485      -0.773311      -0.345456       0.759453
     -0.0692888       -2.80098        2.02186       0.345289
       0.841468        2.98046        2.45477      -0.957362
        -8.8548        2.23043       0.382698       0.169491
      -0.983617       -1.48661        2.54794      -0.780176
      -0.973711       -0.55626        2.62496        3.54307
       -1.39421       0.729895         -2.614     -0.0645648
       0.407652       -4.83398       -21.4289     -0.0058125
       0.269332       -1.69976        25.4873       -1.22856
        1.12588       0.512216        1.30174       0.648938
      -0.161934        7.14363      -0.476393       -6.59255
        -1.7158      -0.641593      -0.311697       0.218062
       0.062863        1.94744        1.63065      -0.103115
       0.955894      -0.406575      -0.174136      -0.410734
        0.28087        9.16474       0.152638       0.432078
     -0.0906608       0.379596        2.15694      -0.428728
         1.8943        1.53001      -0.899992        1.07229
      -0.276692      -0.493976       -2.59099       -4.87268
        1.87537         3.8465       -1.82547        1.85833
        0.55347       0.799186      -0.440079        1.37688
      -0.503667       0.189973       -1.19903       0.156672
        1.50103        0.63734        4.73076       -8.73065
       -3.94618      -0.418549       -0.32692      -0.439893
        3.39863       0.590591        1.93551       0.704621
        2.67933        -6.9288       0.248815        9.97089
       0.280859       0.443285        5.34258       -1.51992
       0.058475      0.0243867      -0.815179        2.01572
       -4.33637        1.33352       -2.03487       0.684561
       -10.9224       -1.14043       -19.4429       -1.05091
        2.39638       -3.79332        0.95288        3.41696
      -0.576827        -1.2916       -3.66644         1.7015
       0.765288     -0.0563191      -0.162548        12.1659
       -0.20435        4.04502        1.29472      0.0744749
       0.831671       0.390388     -0.0724506        3.91122
     -0.0644431       -1.06455        1.81349        0.89893
        1.07404         1.5717      0.0215393       -2.59297
      -0.103193      -0.534876       -6.01112        1.31285
       -5.89055       0.775577        1.10389       -1.46584
      -0.563394        1.35099        0.28956      -0.271877
       -1.43049      -0.375946       0.756098       -0.79753
      -0.398813       0.528635    0.000584106       -3.47327
       -5.83383      -0.955433        2.47528       -0.39941
       -1.40954       0.659513        0.71943      -0.312128
       -0.28538        1.81106       -51.2591        3.27123
       -5.90921      -0.678941       0.474257      -0.142053
      0.0180375        2.18665        3.85201      -0.385479
      -0.234174      0.0266457       -1.70788       -0.37776
         -0.189      -0.173826       -4.31024       -4.38541
        2.15424       0.507842        3.22087    -0.00113934
        3.13183      -0.349247       0.801615       0.337264
       -1.03504         6.7845       0.479236       0.489305
       -1.14623       0.451283        17.7582         -0.791
       -1.88159       0.112555       0.131746       0.311864
       -1.70041      -0.532062       -1.49944         6.4356
       -1.13483        5.89027       -41.1727      -0.560221
       -0.47019      -0.157043       -2.62641      -0.605794
      -0.396964      -0.958537      -0.603017       -10.7876
        -1.0484     -0.0107664      -0.438798      -0.380834
       -8.84767       -1.71577        2.95655       0.500357
       -4.25766      -0.545777      -0.900361       0.136482
       0.882278        0.55296       -10.4601      -0.145508
      0.0855708       0.350296      -0.316074        -1.3296
        2.66733       0.400758        -1.1299     -0.0196746
       -1.60178        -3.1495        -40.084       0.155956
      -0.434842      -0.973473       -0.49526       -1.17605
        2.00211       0.403881       -1.38617     -0.0064123
      -0.434919      -0.595399       -1.00642        2.75886
        1.44647       0.500679        1.92379       0.681644
       0.866268      -0.626558       -22.8607        10.5873
       0.828863       0.308991       -1.18831      0.0958347
      -0.393107      0.0152606       0.622397       0.304749
       0.649197        -2.4105      -0.224492      -0.482499
       0.121234      -0.284064        2.67825       0.429167
       0.518653       -2.02652       0.717568      -0.851024
       0.683121        3.29801        1.35103       -83.6916
      -0.144266       -2.26937       0.121061        1.64401
       0.713475        2.65842       -0.69943      -0.199185
        7.39228       -1.26724        4.56025        1.41629
       -1.53752        4.95312        2.79846        4.07469
        3.58163        3.55976        0.11573       0.954984
      -0.464348       -3.81122     -0.0487424        23.3107
       -1.42876      -0.200002       0.194579        1.32984
       -6.99807       -3.75055      -0.342455       -85.7298
      -0.178844        5.61995        1.12012      -0.588496
       -2.02686        1.54901      -0.781049         2.2906
       0.259033      -0.465544         8.7489      0.0478975
       0.697669       -1.69618       -1.56505      -0.693608
      -0.138871       -1.94962       -0.82827        1.96318
        1.15713        21.5694        1.48026       0.864579
      -0.799115      -0.430615       0.232525       0.123706
       0.962575       -2.33338    -0.00164824      -0.812948
       -2.01694        1.00054        1.37546         4.0149
        1.08672        3.44355     -0.0948956       0.465658
      -0.422228       0.397635       0.427771       -5.11583
      -0.908706        6.22229       -16.6538       -1.41495
      -0.174207        2.43476      -0.624651       -1.72856
       -2.23699      -0.351241       -2.12692       0.919476
       0.383433        0.16281      -0.667681       -4.78973
        0.89436        28.1454        1.66885        3.26079
       -1.43188        -1.2695      -0.630938       -2.09485
        0.59673        1.08118       0.794526      -0.530129
       0.820739      -0.180901         0.6211      -0.910454
        1.01627       0.262874      -0.525699       0.662208
     -0.0604664       0.716989       0.629643     -0.0794063
       -7.52718       0.488707       -1.71464      0.0397619
        11.1047       -1.57035      0.0966625       0.666066
        0.18003       0.210645       -5.96394       0.745216
       0.504655      -0.754309      -0.713831      -0.858334
      -0.781798        1.37648       0.625921       0.967727
       -3.12489       0.421374       -3.07613        4.14602
       0.566843        1.91952      -0.201748      0.0491511
        -1.2834         4.7747      -0.249043      -0.715787
     -0.0683807        3.47017       0.537128       -1.07597
       -3.66315       0.104144      -0.644854      0.0662393
       0.611299       0.666035      0.0529742        2.45338
        119.994       0.259708       0.738479       0.096261
      -0.701338        13.2899      -0.176697       -1.98793
       -8.07098       -1.73475        -1.6135       -2.30798
        -5.3739     -0.0170925       -0.18611      -0.263913
        -2.9973      -0.715898       0.477907        82.8283
       -2.21429        8.41755        -1.0527      0.0488371
       0.143299       -2.61638       0.214564        4.07384
       0.443337        3.25549     -0.0270797      -0.722255
       -2.08926        144.167       -2.21272       -30.5674
       0.275844      0.0846061       0.422184       0.706912
       -2.26238        -1.0766      -0.793045        1.31536
      -0.580506       -1.44459       -2.16307      -0.263053
       -5.43319       -0.23528       0.972466         1.2053
       0.268589       -2.67475      -0.701267       0.207656
       -0.91441       -19.8483       -5.35456        1.98045
      -0.465798        7.17032        8.96505     -0.0175886
       -3.46888      -0.277042        0.66867        1.72833
       0.306736      -0.596062       -12.5191       0.971571
       -25.7439        1.23826       0.988325       0.844555
        18.8607         3.7984        0.54466        1.17661
        5.67861      -0.371009        1.11425       -1.44762
       -1.76823       0.989064     -0.0153281        2.14171
        14.7188      -0.383766       0.272991     0.00190782
     -0.0371976      -0.402916        0.53777       0.236052
         2.2602       0.902997       -1.84956        2.41519
       -2.18715        2.27816       0.149888       0.026116
      -0.800038      -0.218154       0.127671        30.3547
      -0.704922       0.280175         0.8844      -0.196196
         2.1526        25.9564        1.39645       -1.44883
       -1.82361      0.0375634       0.265652         -4.306
       -37.0376        2.07488      -0.465601      -0.744415
       -1.61027      0.0505825         0.5657        3.93707
      -0.496774       0.859062        1.02217       -1.13096
         1.8823        0.95899        1.67678       0.590956
      -0.646914      -0.153942       -15.4062      -0.128141
         1.3426       -3.56522       0.142058       -0.55068
       -31.4343     -0.0544716       -2.22885       -12.0051
        4.47583      0.0670522       -1.96427        18.8024
       -4.86308        4.47693       -1.27085       -1.54365
      0.0580918       0.221217        28.9779       -1.77558
        -2.0326       0.149962        1.51152       -2.31063
        5.32371       0.992027       -10.2419       -3.56076
      0.0290327       0.894914       -1.34945       -50.5939
        1.45345       0.649328      -0.376971       0.592907
      -0.320659       -3.32752       -2.87642       -1.17405
       -1.21663      -0.375014       -6.23021       0.666299
      -0.889148         20.189      -0.351973      -0.342489
        21.4192        37.5139       -1.40913       -0.84052
      -0.345816        1.84679       0.142761       -1.81116
       -0.73713      -0.101085         2.2416       0.184896
       -1.16557       0.702132       -1.65067        13.8331
       0.474633        -15.581      -0.157721        8.13209
      -0.655831          1.354        2.49051      -0.465027
        1.97465        1.57091       -1.70961        1.26795
        1.08399       -3.78615      -0.553342      -0.777044
        2.08517       -28.7752        4.15936      -0.655045
       0.250868       -1.17606        3.30347        -37.926
        1.30892       0.342991        2.68157      -0.435941
        2.89511      -0.243918        3.65319        2.03502
        5.67186       -1.89085      -0.406455      -0.775647
      -0.274963       -15.5792        4.24153       0.315191
      -0.184806       -1.07418       -19.3168       -32.4179
      -0.882379       0.411923       0.657888       0.561159
         2.6458      -0.514474         -0.346        10.2374
       0.417301       -1.23665       -1.45269      -0.510796
      -0.567059      -0.648724       0.182063        1.13071
        6.79928      -0.709991        3.51397       -3.84993
        1.59174         2.0162        4.67307       0.490421
       0.804238      -0.813222       -1.25461        1.29184
       0.403378       -1.82655        0.31696        5.30751
        1.36227      -0.531317       0.607949        8.88802
       0.819605     -0.0159765      -0.344942        1.28229
     -0.0967305      -0.809765        1.05444      -0.512336
        1.29344        0.16135        1.45794       -1.59938
      -0.702768        1.99343      -0.672489        3.29847
       0.157673        21.0421        1.44043        0.11836
        -1.0667       0.221401       -1.31274       -1.42703
        0.18111       0.638651        1.35514     -0.0753527
       -0.67165       0.475199       0.875065      -0.648289
        2.61146        1.21651        0.13649        1.53581
       -1.79813       0.736358        0.10276       0.173497
      -0.976909        2.10557        2.24358       -3.36771
       0.750706      -0.919541     -0.0491129      -0.963012
      -0.888048     -0.0533146        5.12346         0.6818
       -3.33118        2.54779        2.58928      -0.453393
      -0.732096       -17.4155       0.487342      -0.901867
       0.408489       0.461421       -3.25439        3.34547
       -1.30321       0.165012       0.305695        40.8722
       -66.5467        36.3483      -0.384915      -0.816933
        2.88537        4.81456       0.434778      0.0173077
       -2.11931        3.23976      -0.213067       0.217303
      -0.472946       -1.39817         2.1349     -0.0301337
