            N=1            N=2           N=10          N=100
      0.0275013       0.436421       0.518328       0.964253
       0.457652       0.787675        1.35637       0.930509
      0.0343737         1.1526       0.802826        0.81646
      0.0536275       0.108149        1.02185        1.07665
       0.975806        1.50612        1.23314       0.975563
        2.20179        1.77994       0.908302        1.00859
        1.21366        2.14456       0.704171        1.06142
         1.0915         1.3926        1.12978       0.946738
        1.53976       0.356902        1.02862        0.92487
       0.769327        1.01582        1.29412       0.939836
        1.53738       0.387732        1.61104        1.02014
        0.39587        0.33034       0.943269       0.931474
       0.254211       0.310385        1.33022       0.825368
       0.136067       0.245902        1.71127        1.09544
       0.333354        0.22492        1.69378       0.985544
       0.724906        1.34361       0.738046       0.976152
       0.179271        1.49623        1.58091       0.967297
       0.529959       0.668294       0.831744        1.13142
       0.988357       0.283533        1.08594       0.886718
        1.75193       0.425675        1.37427       0.927739
       0.996732        1.71323        1.43798        1.06186
       0.940631       0.620756        1.32671       0.862831
        2.23726       0.310284       0.775463       0.899987
       0.466867        0.82411        1.34686        1.10564
        1.60874        2.24408        1.52824       0.845837
       0.466239       0.761149        1.23605        1.08761
       0.781002        1.05758       0.837249       0.904383
        1.09321        2.15808        1.02409        1.02958
       0.055859        1.82472       0.836643       0.977847
       0.830427       0.939069        1.19677       0.915383
       0.639222       0.288725        1.19039       0.953424
       0.236114       0.665431        1.27147       0.954454
        1.84251       0.243239         1.1849       0.883512
       0.468177        1.16623       0.699154        1.03943
       0.189186       0.471541       0.385963       0.967354
       0.454741         1.0868        1.32482       0.997875
        1.41135       0.816947        1.10067         1.2445
     0.00887606       0.926679       0.694982       0.905267
        2.46708        0.99693        1.09755        1.04122
         1.1521       0.959974        1.01747        1.13788
         1.0078       0.847539        0.52858       0.946369
       0.369709       0.435653       0.699858        1.21077
         2.7398       0.633644       0.714455       0.993334
       0.826328       0.988174       0.564826        1.07638
         0.4299        1.38383        1.08479         1.2328
        0.63726      0.0653385       0.589154         1.0648
        2.18403       0.622511        1.54925        1.06562
      0.0954838       0.636792       0.756674       0.958205
        3.02813       0.377906       0.908239        1.02115
       0.195604       0.826057        0.71587        1.07585
       0.312989         1.4555        1.20633       0.870667
       0.528905        1.65012         1.0293         1.1697
        1.93071       0.962107       0.903837       0.863705
     0.00945537       0.278821        1.09459       0.983349
       0.394086       0.296853       0.870825       0.947835
       0.887303        1.37043        1.26234       0.996069
        1.45169       0.459666        1.12219       0.885533
       0.554714       0.711672       0.502887        1.14983
        1.93654       0.455256       0.615824       0.971249
      0.0945397         1.2246       0.428881       0.775784
       0.797123        0.52401       0.825189        1.14405
        1.69725       0.430296       0.680108        1.01283
        1.01349        1.67554        1.29937       0.942407
        1.26353       0.501208       0.879849       0.967683
        0.70969       0.266119        1.51007        1.01218
        0.43202        1.84918        1.38625        1.01471
       0.708917        3.61188        1.01013        0.86309
        1.14848       0.342123       0.841778        1.07694
       0.761602       0.691636        1.03858        1.00541
        0.43978       0.415687        1.12561       0.998839
        1.13047        1.70224         1.1912        1.11205
      0.0852144        0.83115        1.02316        1.02451
      0.0881474       0.556697        1.04732       0.903014
        1.48844       0.519533       0.964917        1.08859
       0.181932          1.402        1.73541        1.05666
        2.46699       0.471727       0.241161        1.13441
       0.325592       0.870841        1.07542        1.05493
       0.576089        1.88598        0.88927        1.03413
       0.890742       0.332351        1.02804        1.11876
       0.145209       0.129886        1.12154       0.944833
        1.37897       0.843108        1.30927        1.17064
       0.383258       0.634705        1.02733        1.09115
       0.236761       0.306951        1.53428       0.955261
        1.48776       0.409146       0.883036       0.973544
       0.199815       0.976122        0.76761       0.765896
        3.14261       0.581276       0.388082       0.883359
       0.751577       0.366132       0.740845       0.949961
       0.640677        1.39709       0.894006       0.995759
       0.166416       0.675627       0.706261       0.866668
       0.833696        2.68005        1.44305       0.950573
        2.45544       0.987714       0.907101       0.803965
        1.85665       0.660951          1.273        1.10789
       0.442757       0.135123       0.846365       0.818532
      0.0835412       0.826431        1.06698       0.829368
       0.174167       0.879968        1.46071        1.17916
        1.40129        1.04003        0.73263        1.16491
       0.873201         0.5292        0.83523       0.982729
       0.146503       0.956577       0.655483       0.912051
       0.662735       0.578244        0.88611       0.997939
        0.43508       0.265385        0.86426       0.942703
       0.788379       0.793384       0.842746       0.930248
       0.958857        1.06191        1.09623       0.923012
        1.07854        1.28659        1.14814        1.04434
       0.567205       0.467984       0.924524        1.06391
       0.621227       0.395158        1.35209        0.99444
       0.339331        1.61938        1.10062        1.02059
        1.09378        0.94113       0.953008       0.927596
       0.483886        1.49904       0.873495       0.818551
      0.0797446        0.85858       0.932117        1.04592
     0.00205597       0.505019         1.2958       0.941769
        1.10498        1.06821       0.748472       0.747918
        1.95321       0.484268        1.38308        1.07791
        1.75925        2.09642        1.05112        1.05531
      0.0186315       0.256847       0.655445       0.884764
       0.405783       0.354192       0.923925       0.838765
       0.627413        0.45871        1.20878        1.10054
       0.494647       0.542232       0.537639       0.896903
        2.13575        2.06742       0.658983       0.901676
       0.444378       0.172928       0.929527       0.895304
        2.96284        2.31713        1.10048       0.818601
        0.46131       0.400992       0.535918       0.990282
        1.93487       0.840536        1.12862       0.865023
        3.06573       0.717223        1.01792        1.11692
         1.9658       0.812006        1.14172       0.990824
       0.711735        1.02791       0.975411       0.938838
       0.969894         1.6468       0.672958       0.837642
       0.504147      0.0248631       0.612652         1.1292
        1.11636        1.76537       0.736279       0.895901
       0.161794       0.908502        1.65064        1.19228
       0.710951       0.132663       0.376497       0.869223
      0.0736052        1.32548        1.09344       0.958104
       0.262363        1.23508        1.04755         1.0681
       0.364262       0.587927       0.879795       0.922235
       0.261478       0.849384        1.11695       0.831959
       0.152569       0.898652       0.918301       0.844364
        1.88186       0.352611        1.81209        1.07788
        2.29697        1.29848         1.0841        1.04943
       0.498881       0.691561        1.34923        1.16725
       0.415145       0.547979       0.954934        1.03498
       0.137169       0.216834        1.10673       0.993856
       0.221981        1.03761        1.83055        1.00192
       0.193998        1.60384       0.882129        1.00048
        2.81129        0.98115       0.705387       0.875951
       0.488954        1.65874       0.839646        1.00659
       0.152729        1.21928        1.41922       0.920403
        1.04915       0.287301        1.66195        1.02397
        1.47329       0.963643        1.01794       0.952753
        1.20981      0.0901817        1.38053        1.05667
       0.240812        1.54318       0.665617       0.994558
       0.397566       0.525677        1.69144        1.00993
        1.52171       0.838578        1.23999        1.11491
      0.0605411       0.633027        1.30498        1.06515
      0.0951138        2.64564        1.19918       0.874057
        1.38503       0.435918       0.889027        1.04232
      0.0707043        1.29714        1.31105       0.973881
       0.544531       0.751184        1.10536        1.04431
     0.00640705        1.43158       0.797039        1.01825
        2.19737       0.436509        1.09972       0.729431
     0.00430176        3.83451        1.52298       0.939523
      0.0641946       0.730629       0.589966        0.99742
       0.653932        1.82243        0.86286       0.984451
        6.62042       0.124612         1.0699       0.839708
     0.00347531       0.476223       0.899064        1.02881
       0.230367        1.43961       0.593604        1.14557
        1.01148       0.450647       0.816686         1.0809
       0.877684       0.898694        1.11535       0.956954
     0.00957038        1.08881        1.26336         1.0787
       0.307596        2.71411        1.77279       0.802059
       0.062113        1.84569       0.910874       0.961283
        0.44081        1.20946       0.913414       0.921016
        1.69105        1.48024        1.10462       0.959159
       0.450084       0.576968        1.43411       0.997062
       0.553545       0.765785       0.660916         0.8844
       0.889391        2.76782        1.00629        1.21418
       0.258796        2.55309        0.72381        1.07764
        1.76878        0.15119        1.10017        1.03892
       0.846403       0.254615       0.858655         1.0213
        1.85781        1.95347       0.781621        1.01418
       0.907557       0.307963         1.3831       0.965875
        2.67577       0.460308       0.826199        1.00943
       0.303067        1.10657       0.693113       0.967238
         1.2872       0.320439        0.53182        1.05863
        1.38961       0.426583       0.716366        0.96435
       0.130868        1.01207        1.10535        1.04299
       0.635719        1.95168         1.3151         1.0161
       0.723458       0.619214       0.747655         1.1157
       0.743935        1.48769         1.3031        1.01841
        1.24005       0.659789       0.789997       0.988316
       0.192013        1.55907       0.872345       0.817026
       0.348783       0.428186       0.787511       0.968388
       0.191912        1.39952        1.12864       0.956885
       0.346157       0.610674        0.79406        1.13685
       0.998657        1.58968        1.92586       0.897586
       0.639592       0.850961        1.03725        1.00783
        1.08909        1.12003       0.549272       0.853128
      0.0635715       0.869744       0.538074        1.02592
        2.16297       0.580424       0.444727       0.945445
       0.947641        1.30806       0.958462        1.09583
       0.317393       0.940254       0.675214       0.934524
        1.22662        0.42615        1.27623         1.0402
       0.862997       0.521777         1.2189        1.17221
         1.3061        1.64956        1.19389       0.934834
        1.68145        1.24746       0.457812        1.04554
        1.77156        2.53436        0.85399       0.866047
         0.4642       0.399273       0.406288        1.05112
        1.24032       0.515427        0.51816       0.986712
       0.105081        1.32209        1.00052       0.987136
        0.80685        0.97147        1.69327       0.816765
       0.985023        3.60352       0.765521        1.03055
        1.82767       0.486937       0.838625       0.898596
        1.02876       0.547831       0.776497       0.974201
       0.278785        1.68615        1.33734        1.15936
       0.308107        0.23426       0.841757       0.973741
      0.0542101       0.313242        1.47885        1.00715
       0.103891       0.437181       0.743221       0.987868
       0.419669       0.153264       0.945997        1.07719
       0.783934       0.670877       0.758832        1.04156
       0.195352       0.507782        1.04959        1.05703
        3.10444       0.900991       0.906489        1.06959
       0.634633        1.16946        1.40507        1.14398
      0.0864011       0.876274        1.25345        1.11568
       0.143484         1.6387       0.589107         1.1282
       0.949587       0.684807       0.636674        1.01121
        1.48011        1.29006        0.78344        1.11995
        5.20913        1.02342        0.74468        1.09908
       0.676594        1.18414        1.29694       0.844336
       0.884388       0.559953        1.29318        1.00334
        1.12265       0.913668       0.530547        1.22795
         3.0464        2.05278        1.02736        1.02642
        1.54402       0.850077        0.71337       0.938321
      0.0786189         3.9056       0.733268        1.07548
       0.685183       0.881433        1.02313       0.880834
       0.198274        0.87339       0.956638        1.10703
        2.61742       0.470687        1.28529       0.970652
        2.44224       0.555777        1.08229        1.01436
        2.01787       0.583338       0.694381       0.974013
       0.848057       0.653642        1.56093       0.919466
        1.30363       0.302011        1.28452       0.923237
        1.91194       0.621728       0.765886        1.04675
        1.11865      0.0867508        1.08426        1.01652
       0.895957        1.29788       0.782826        1.13298
       0.105199        3.99391       0.564682       0.997295
       0.598459       0.627622       0.659068       0.917557
       0.933956        0.41806        1.31351       0.873792
          1.045        1.03633        1.01205        1.09224
       0.545593       0.829588        1.22389        1.11137
       0.568518        1.48294       0.836052        1.06225
        2.09947        1.78975       0.656215        1.01905
        1.73997       0.988232       0.750924        1.07305
        4.84639        1.58474       0.651927        1.04998
       0.572911        3.38278       0.997438       0.881418
         1.2613        1.55233         0.5617       0.928897
      0.0336159        0.56013       0.825251        1.00487
        1.08659        1.20564        1.42978        1.13255
       0.335843        1.34107       0.788168       0.935441
         2.4875        1.23962        1.50042       0.733323
        1.53035        2.08569        2.08039       0.971677
       0.586692        1.81746       0.799846        1.08791
       0.934864       0.416233       0.704089        1.04926
       0.791905        2.05971       0.946074       0.912529
         0.1582        1.49815        1.00362       0.837104
       0.713603        1.04751       0.950539       0.910864
       0.264544        1.47798        1.27612       0.981024
       0.565956        2.05985       0.955485        1.19876
       0.708692        0.85944       0.840745        1.01011
        1.82459        2.16217       0.945856        1.05937
        1.18315       0.489814       0.700365       0.934039
      0.0531042       0.296136        1.19616       0.948996
       0.137174       0.543818        1.14275       0.929103
      0.0723001       0.340214       0.723899        1.03802
        1.42783        1.50482        1.11904        1.03986
        1.37308        2.06838       0.845267        1.08288
       0.119468       0.473414        1.36641        1.05781
        0.23574       0.254112       0.687959        1.01136
       0.437626       0.396213       0.901695       0.947505
        2.94278       0.574809       0.686677       0.938617
       0.530544       0.546456        1.11585       0.925004
       0.739504        1.43567       0.811513       0.992558
      0.0464202        3.70341         0.8052        0.96051
       0.468146       0.540422        1.05353       0.972261
       0.108862        1.56648        1.26185       0.770306
       0.571934        2.23312        1.34943        1.37954
       0.597163        1.29059        1.15319        1.12733
        0.84027        1.51651       0.651106        1.09964
       0.131058       0.533388       0.466946       0.821773
       0.385497       0.949636        1.41768        1.16753
        2.48852       0.673903        1.09478       0.995735
        1.75549       0.758705       0.654864       0.926985
        0.64426        1.58964        0.75323       0.957558
       0.594451       0.515984       0.804646        1.07464
       0.994753        2.33861         1.7278        1.17602
        1.12893        0.23032        1.45476       0.908695
        1.91782        1.18962        1.13579       0.941604
        2.39603        1.10335        0.83417       0.876587
       0.292615        1.08178        1.48864        1.22368
        2.65702       0.863328        1.27526        1.19013
        1.01172       0.771854        1.07881        1.19123
       0.606599          2.386       0.767436       0.863511
       0.308885         1.0364       0.905462        1.12907
       0.576289       0.183329       0.833385       0.948422
        2.68438        1.53412        1.17928       0.946111
       0.852909        1.27319       0.869829       0.980913
       0.869583      0.0385392       0.938941        1.03841
        1.16118       0.839149       0.714205        1.05953
       0.263857       0.295979       0.758609        1.15444
      0.0411257        2.37235       0.972606       0.960536
        1.20186       0.588976       0.995861       0.993798
      0.0595078        1.45833        1.33281       0.904149
       0.417552       0.841421        1.87265        0.93334
     0.00924369       0.158622        0.80903       0.886143
         1.7024       0.620287       0.941417        1.00033
        3.23505       0.794599       0.872874        1.12436
       0.567607       0.422563        1.47467        0.90657
        1.28164       0.251287         1.1191       0.997075
        1.29689       0.128284       0.664513       0.964801
       0.154281       0.941364       0.632901       0.742183
        2.08334       0.363533        1.03721        1.05904
       0.102349       0.753499       0.545734        1.19719
       0.291826        1.08494       0.827089        1.10574
        1.13968       0.557474        1.34184        0.88419
       0.209254        1.94458       0.783025       0.976981
        0.03417       0.549545       0.581112       0.964449
      0.0427777       0.880863        1.47986        1.03146
        1.43514        1.46007        1.00327       0.881351
      0.0311922       0.459164       0.565815         1.0558
      0.0201626       0.730563       0.733245        1.00459
         2.2235        1.11371       0.404566       0.864876
       0.125036        1.01839        1.13736       0.922127
       0.336176       0.950183       0.637419        1.02508
       0.735889        1.07121        1.40822       0.989151
       0.196526        1.69585        1.26886        1.05826
       0.473079        1.25825       0.719066        1.06776
       0.605361         1.7547       0.897124       0.958386
       0.373803        3.11084        1.07994        1.12438
       0.380722       0.378883       0.662806       0.988791
         2.1342       0.801573       0.883989        1.08907
        2.03607       0.247766       0.696123        1.02116
       0.208301        1.46371       0.758446       0.826918
       0.209734       0.168054       0.580856        1.12055
       0.429397       0.398321        1.28064        1.11536
        0.76798       0.134487       0.959177       0.914062
        1.37891       0.501055       0.965951        1.13506
       0.162307        1.40476        1.51184        0.94316
        1.21406       0.304606        1.26634       0.966917
       0.381773        1.46876       0.855027        1.05699
        1.86662        1.12265        1.04841        0.83228
        3.63041        1.56488       0.948083        1.26617
       0.793626        1.80296       0.750227        1.07186
        2.84919       0.926174        1.18516        1.11634
      0.0612132        1.33424       0.670593       0.873258
      0.0770392       0.574868        1.01998       0.982255
        1.76608       0.997496       0.914376        1.02742
       0.016641        1.35664       0.964081        1.05672
       0.894438       0.752282         1.0406       0.842432
         1.3879        0.75855        1.43787        1.11275
         1.3609       0.452569        1.26166       0.874319
       0.737344        1.36577        1.40251        1.10087
        0.47721       0.781059       0.975612        1.19819
       0.210778        1.22594        1.01152        1.04689
        2.27943       0.664379        1.28669        1.31139
        1.29846       0.993999        1.55739       0.841267
       0.241356       0.559889       0.724064        1.09955
        1.24921        1.26085        1.91312        1.03688
        2.56083       0.305631       0.932859       0.863279
       0.115881        2.16325        1.23527       0.986124
      0.0572621       0.873447        0.68499        1.07097
        0.26827        1.62289       0.738826       0.943673
        0.74424          1.533       0.926029        1.13174
        1.37471       0.465524        1.34997        1.03261
        1.17451        1.24509       0.735527        1.21061
       0.461848       0.240602       0.721664       0.874403
       0.567663        0.28634        1.38857       0.970632
       0.295291       0.504606       0.487395       0.878212
        4.37391       0.324932       0.580518        1.15561
        2.15672        0.48856       0.670719        1.05862
       0.729194       0.194339        1.45951        1.07071
      0.0924965       0.479637        0.64026        1.01628
       0.148851        1.60976       0.842863        1.03972
       0.656721        0.13211        1.08198       0.951739
        3.08309        2.67106        1.85475       0.984137
        2.06677       0.379139        1.39549       0.857996
      0.0112488       0.403769       0.940096       0.938074
        3.52394        1.97926       0.984255        1.05288
       0.956529       0.391495       0.888501        1.03963
       0.347597        0.13705       0.872151        0.81544
       0.914062        0.48586       0.969876        1.05665
        1.95969       0.278039        1.43177        1.15843
        1.14455        1.01099        1.14308       0.862204
       0.205576       0.387395        2.08517        1.20631
     0.00908798        1.05079       0.979765       0.921654
      0.0412137        1.75734        1.36439        1.05349
        3.41947       0.730311       0.967829        1.11958
       0.491917        1.52911        1.06554        1.03664
        1.86049        1.86535       0.836376       0.995942
       0.820522       0.725639        0.81116        0.94849
        1.74735        1.09579         1.0559        1.33499
        0.20597        1.96468         0.8214        1.05342
       0.501497       0.147568       0.704874         1.0842
       0.160777        2.75784       0.220366        1.00679
       0.173121        0.53015         1.2495        1.05984
        1.42422        1.96611       0.806018        1.04308
      0.0147127       0.389297       0.892584       0.846165
       0.280252       0.643222       0.713531        1.00251
       0.783768       0.812749        1.08115        1.12108
      0.0937297         2.4376        0.82621       0.872977
       0.536404        1.54844        1.47201        1.05623
       0.279881       0.773706         1.1649        1.00388
       0.797155        1.23568        1.08748        1.05334
       0.661267       0.349322       0.839821        1.07136
       0.451271        1.05678       0.805268       0.957009
       0.963891         1.4771       0.982881        0.87249
        1.41785        0.69368       0.673761       0.883997
        3.26824       0.633487       0.524762       0.815089
       0.377501        1.26174       0.737366       0.946384
        2.07729        1.30353        1.16751       0.866914
        2.23915        1.95578        1.03983        1.16236
        1.70461       0.956612        1.35764         1.1295
       0.972449         1.0549        1.01308        1.17248
        3.62105        1.04613        1.32159         1.1781
        3.46547       0.892784       0.972084       0.969369
        1.92791       0.487657         1.0267        1.10708
        1.60976       0.753213       0.687815        1.03485
       0.285663       0.300188       0.628129       0.873202
        1.60866        0.50652       0.994772        1.11136
       0.163972        0.59963        1.33668       0.991721
       0.855717       0.341953        1.67969        1.09039
        2.07197       0.392192       0.673641       0.943986
       0.117068       0.398692        1.60934        1.12105
       0.430216        2.14641       0.929083       0.969377
       0.693705       0.188288       0.981248       0.952425
         2.9527       0.847778        1.18782       0.923888
        0.55839       0.977004        1.08663       0.894844
        1.55646       0.462808       0.649218        1.05766
       0.374264        1.81806        1.02473        1.05438
      0.0210334        1.43932         1.1986        1.08471
        1.56372         1.1895       0.582051       0.826239
       0.588288       0.757516       0.907123       0.918089
       0.126351       0.772206        1.14889        1.01687
         1.4994        1.85816        1.39926        1.19155
     0.00792009       0.896981        1.04956       0.951435
       0.540459        1.79099       0.922204       0.932876
       0.385776       0.672036         1.0369         1.0667
       0.229264       0.600373         1.5463         1.1169
        1.74268       0.802933       0.854664       0.937731
       0.167941       0.429645        1.25069        1.01597
        1.91173       0.551756       0.526719        1.03406
       0.432919       0.748516        0.58242         1.0054
       0.301055       0.306815        1.54057        1.04107
      0.0141531       0.528114        1.23444        1.02802
      0.0857971        2.67718       0.767303       0.973436
       0.150201       0.779103         1.0733       0.932432
        2.11406        1.26116       0.574581         1.1186
       0.109907       0.458974        1.06855        1.08968
       0.352209       0.143249       0.713517       0.910128
       0.113324         1.2261        1.34845        1.09527
       0.886604        0.73767        0.82537        1.06192
       0.421088       0.366948        1.57375       0.964162
       0.189385        1.28405       0.972185        1.00689
        1.27292        1.32235        1.03096        1.01921
       0.274577         1.0057        1.55252        1.09014
        1.25434        1.24347        1.29854       0.961033
       0.781834       0.825531       0.883035        1.05871
       0.508175        0.79421        0.59145        1.02935
      0.0423931        1.41407       0.721419       0.841146
        3.48093       0.777493       0.556568       0.995042
        3.20356       0.612122        1.68458        1.04518
        4.95891        1.96016         1.3347       0.992521
       0.295633        0.12312       0.957946        1.02818
       0.439847       0.146776        1.09477       0.994007
       0.582744       0.461746        1.24436       0.998441
       0.365441        1.13812       0.667732       0.999194
       0.627926       0.207188       0.970723        1.14286
         2.9125       0.714989        1.03398         1.0074
        3.95501        1.19486        1.00428        1.17196
        1.46913       0.571632       0.557984        1.17086
        1.74421       0.575105       0.654853       0.995007
       0.036214         1.6841        0.97922       0.902861
       0.153102       0.537813       0.923061       0.959792
        1.03551       0.699521       0.987911        0.90282
     0.00279922         1.2333        1.40695        1.12542
      0.0408168        1.76693         1.3246        1.18233
        1.64624        1.53372       0.866947       0.971545
       0.541143       0.903203       0.999335        1.00685
       0.605711        0.57472        1.11565       0.955715
        1.89676        2.55199       0.904317       0.979723
        2.10492       0.381759        1.41741        1.07179
       0.648458       0.734332       0.740678        1.10701
       0.158847        1.49584       0.924389         1.0848
       0.563231       0.391845       0.588173        0.96434
        1.49405       0.845767        0.86711         1.0666
        2.23994        0.83502        1.46407        1.00129
        2.01637        1.34661        1.22823       0.910181
       0.671042        1.19492        1.08337        1.09021
        1.38263       0.287558        1.18579        1.03932
       0.212008       0.513583       0.829974        0.99303
        3.01032        2.22191        1.29345       0.866761
       0.491763        1.63608       0.786393       0.994744
       0.448217       0.661148       0.940719        1.00822
       0.807953        1.22635        1.21383        1.02168
        2.49878        1.41802        1.24465       0.959355
       0.951311        1.46002       0.985294        1.03791
         1.3455        0.26865        1.00203       0.975806
        2.23218        1.24938       0.784582        1.00023
       0.967919        1.78016       0.907159         1.0672
       0.559162        2.59811       0.968879        1.12578
       0.157989        1.95072       0.910664       0.911311
        1.18188       0.643785       0.600931        1.07195
        1.04818       0.407015       0.793905       0.858244
        2.11509        1.61319        1.59083        1.03574
       0.909542        0.67834        1.15523        1.10294
       0.664322        1.74638        1.07737        1.07922
        1.40466        2.21524        2.33933       0.990004
        1.85507       0.722077       0.409831       0.988122
       0.426415       0.225776       0.691591        1.05265
      0.0913757       0.967248        1.11705       0.915261
        1.28326       0.336809           2.02        1.08364
        1.43292       0.546818        1.47037       0.919797
       0.410739        1.63688       0.612938       0.901287
       0.471873         1.9199       0.972847       0.780211
         1.5105       0.649506        0.74973       0.973826
       0.506437        2.06702       0.660474        0.99798
         1.1672        0.42653       0.639528        1.03639
       0.138879        1.69515       0.989418       0.908543
       0.184133       0.868282       0.766568        1.05168
       0.204693         1.7132        1.08748        1.07579
       0.126001       0.675541        1.07438        1.07999
       0.289503       0.637668       0.631818        0.96541
        1.32194        1.27903          1.714        1.15701
       0.279199       0.796167        0.99445        1.02861
      0.0338347       0.328168       0.931184       0.905132
       0.421238        2.04109        1.10647        1.10912
       0.538986        2.79849        1.05343       0.911298
       0.242558       0.855003       0.736707        1.02271
      0.0348885       0.477588        1.15787        1.15494
        1.61523       0.856068        1.27837        1.11516
       0.707809       0.722179       0.731365       0.969082
        2.17467       0.379751         1.4309       0.948023
       0.983331       0.989442        1.30778        1.02174
        0.25932       0.744965        1.08832       0.927415
        2.45344       0.125389       0.925903        1.01527
        1.48913       0.464573       0.737877       0.894951
         2.7751        1.30059       0.756402       0.983279
        1.05409        1.81889         1.3267        1.05712
        1.96233        1.23387       0.937699        1.06526
       0.175139       0.464936        1.35431        1.13602
      0.0706213       0.955847       0.857792        1.07623
       0.659324        1.11781       0.914477        1.01138
       0.299223       0.857666        0.71278       0.941264
       0.685559       0.456366       0.587128        1.00536
        1.95533        1.08109       0.577069       0.982908
       0.078301       0.684813        1.46667        0.96378
       0.105691        2.46494       0.816354        1.00816
        1.76639       0.456567       0.604081        1.01035
       0.223468        1.23966       0.679158       0.978302
        1.17809        0.68071        1.00419        1.06587
        1.46483       0.734664       0.850023       0.924368
       0.521283       0.941027        1.00611        1.06338
        1.50338        1.13102        1.13768        1.00975
       0.367179        2.58316        1.76511        1.06586
       0.212377        1.37904        1.28978        1.12872
        0.57368       0.325399       0.859758        1.03546
         3.1172        1.41222        1.63329        1.25152
       0.746325        1.11756       0.546185       0.886838
        1.06294        1.06999       0.671022         1.1256
       0.143546       0.346797        1.12996        1.07274
       0.834997        1.20636       0.998479       0.996489
       0.645872       0.368402       0.909043        1.10375
       0.209558        1.05314        0.86834       0.995834
       0.806643       0.985218       0.993569        1.10432
        2.87177       0.789641        1.02477       0.862523
        0.52468        1.03901        0.37093       0.969965
       0.800963        1.09278       0.481671       0.964415
        1.69708        1.39736        1.33436       0.860268
          1.374       0.479261        1.32429        1.02286
       0.345652         0.9444        1.05355       0.837815
       0.599441        1.02765       0.749935       0.959848
       0.616788       0.984006       0.956963        1.09495
      0.0185867       0.643131        1.24961        1.11063
       0.628263       0.523729        1.30507       0.984821
       0.075632        1.05262        1.63318       0.960945
        1.40967       0.228074       0.708418        1.15725
       0.507429        1.54274        1.11907        1.09694
        1.21605       0.962558       0.604658       0.898668
        1.74158       0.835364        1.63467       0.811866
        1.15746       0.931115       0.740405         1.0802
       0.548246       0.459617       0.574354        1.36349
       0.424746        0.25591        1.04444       0.889305
       0.286818       0.866318       0.893428       0.859497
        0.22105        0.46857        1.02002        1.10025
        4.68951        1.66903        1.12169        1.00833
        1.25261        1.69401        1.36405       0.991504
        0.17242       0.590073        1.03497       0.858601
       0.958708        1.55532        0.60749       0.946113
       0.224753       0.736362       0.929004        1.09698
       0.225749         2.7019        1.02552       0.822709
       0.262848       0.844081       0.950294        1.06363
       0.524422       0.188454        1.03734        1.08462
       0.281244         1.2837       0.752581       0.822614
       0.742341       0.211105       0.745431       0.947899
        2.22625        1.62524       0.557993       0.968759
       0.979552        1.96384        1.12842       0.888313
       0.826168        1.00489        0.86356        1.16374
        1.79896       0.543862       0.950812        1.04348
       0.662992        2.34452        1.02962       0.862486
       0.468766        0.96797        1.55191        1.03465
       0.198597       0.473361       0.692604       0.962965
     0.00575799        1.54375       0.978621         1.1055
       0.273911        1.22522        1.20035        1.02275
        1.80035        1.16331       0.979555        1.04709
       0.837763         1.5875       0.918122        1.10625
       0.757158       0.802798        1.03186       0.891632
        1.85369       0.806176        1.50249       0.897239
       0.175117       0.671367        1.19957       0.986505
       0.606459        0.79553       0.975551       0.987698
       0.446572       0.538725        1.37838       0.893258
        0.72108       0.913552       0.974186        1.01538
        1.47992        1.57682        0.61699         1.2721
       0.167403       0.141764       0.606871        1.10117
         1.2496       0.512576       0.821453       0.889089
       0.273815       0.544107        1.38141       0.984298
        3.69262       0.987147        1.15445       0.914538
        1.68619        1.05147       0.971729        0.93977
       0.771867       0.493993       0.784368       0.989231
       0.731972        1.64607        0.37974        0.93776
        1.10364        2.09153        1.30404        1.15544
        1.80989       0.892374        1.13522       0.871759
        3.11927       0.985831       0.778095        1.07952
        1.25656       0.407929       0.578668       0.961779
       0.809138       0.440898        1.12657       0.932196
    0.000517268         1.0439        0.74576        0.93969
        1.22875       0.133348        1.41777       0.993378
       0.944303       0.358001        1.37347        1.15668
       0.218902       0.380037        1.03712       0.925851
        1.01519       0.476886       0.873463       0.976398
       0.430057       0.646433       0.658381        1.05326
        0.49852       0.265273       0.870282       0.858099
       0.545976        2.09429       0.861666       0.825281
        1.70858        1.61387       0.827452       0.986228
        1.12735       0.643367       0.969163        1.16581
      0.0133383        1.36473        1.03749       0.904541
        1.80021        1.41154        1.01804         1.1696
        1.70744       0.876417       0.983242       0.992189
       0.767315        1.39137       0.841114       0.829215
       0.652151        1.03972       0.666217       0.838459
        2.92046        1.60316       0.739373       0.954898
       0.282936       0.939801       0.976626       0.892134
        1.32578       0.933373       0.839327       0.977322
       0.333311        1.63866       0.682141       0.982371
        2.34701        1.56447       0.843355       0.880637
        1.47914        1.27528        0.97272       0.938093
      0.0110745       0.563056       0.518388       0.915395
       0.104173        1.49379        0.80474        1.02507
      0.0126088       0.246811        1.06991         1.0228
       0.516954       0.353389       0.538262        1.26338
         2.2535        1.23507       0.776472        1.24562
       0.577089        1.10496       0.606314         1.0549
        1.03431       0.347737       0.706361        0.97334
       0.100346        0.67109        1.12231       0.910639
       0.755568         2.0857       0.881271        1.15667
        1.39946       0.721023        1.79545       0.803783
       0.353411       0.162837       0.885408       0.963169
      0.0286995       0.459367       0.480203        1.10622
        2.82243        1.40432       0.574473       0.983028
